OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
C-1,45.02522848762424,0.2505248116559511,3081.389812133234,55.51026762800945,0.30953867947953273,0.9617132453699729,0.9808190408429365,2.749297857284546
C-2,30.37279977008834,0.1681520397158541,1603.886314119065,40.04854946335841,0.2214394625098472,0.9856401304087465,0.9928750550040143,2.749297857284546
C-3,28.793375824271838,0.15455295748321385,1270.8449381813132,35.64891215985858,0.19134409710432976,0.9900018110391772,0.9949897585862583,2.749297857284546
C-4,26.960231645356387,0.14441844572714238,1102.6953763865877,33.206857369925686,0.17771092502009614,0.9910005689111201,0.995512022756637,2.749297857284546
C-5,57.515820559301524,0.29032239476098093,5008.979613895859,70.77414509477214,0.3569194024167877,0.950034281679086,0.974856344416398,2.749297857284546
C-6,64.98165571349769,0.3393945591697399,6079.459285104366,77.97088742026966,0.40685494379464554,0.9343210203432885,0.9667295744491804,2.749297857284546
C-7,27.548625587519357,0.14877119933625735,1375.4705762380877,37.087337141376,0.2012215876565386,0.987848054259987,0.9940127645240672,2.749297857284546
C-8,22.39387700559431,0.11851008414871542,816.9412439074165,28.582184029696133,0.15108260739890095,0.9938787482082048,0.9969717662209677,2.749297857284546
C-9,21.807581377257836,0.11747215401984701,795.6892709264757,28.207964671817,0.15205682305738105,0.9930761612260659,0.9965435241711882,2.749297857284546
C-10,59.49728163294351,0.30531994412664354,5120.609527335087,71.55843435497374,0.36737792018332455,0.9460779679819339,0.9728562332631108,2.749297857284546
C-11,58.92520927630469,0.3192630137272665,5036.633568192625,70.96924381866151,0.38454342194400937,0.9479238284097499,0.9736368372259825,2.749297857284546
C-12,31.571897264311172,0.17718042081453553,1612.9586407075817,40.16165634915449,0.22447757659680764,0.9860579173782533,0.9930244115284641,2.749297857284546
C-13,35.57236104182961,0.19706946426224295,1941.2169621014145,44.05924377586858,0.24392042537724604,0.984596145425954,0.9923005048677553,2.749297857284546
C-14,31.972556253164697,0.17798247902602918,1640.3036738851465,40.50066263513656,0.2250284757029299,0.9845909561130097,0.9922894056099332,2.749297857284546
C-15,49.007734248376366,0.26164679660312,3573.653879125933,59.78004582739907,0.31978226095989504,0.9534960346511065,0.9766176529325377,2.749297857284546
